Camaras_seguridad,Total_contratos,m2,Med_Hab,Med_baños,Med_Pers,Transporte,Areas verdes,Equip social,Equip ocio
0.6666666666666666,-0.4,-1.203619909502261,-0.40000000000000036,-1.0,0.0,2.0303030303030303,-0.9411764705882353,-0.16666666666666666,0.0
0.0,-0.07352941176470588,0.14479638009049836,-0.40000000000000036,-1.0,0.0,0.5757575757575758,1.3529411764705883,0.6481481481481481,-0.14285714285714285
-0.3333333333333333,-0.16470588235294117,0.040723981900452705,-0.40000000000000036,-1.0,0.0,-0.8484848484848485,-0.8235294117647058,-0.7407407407407407,0.0
0.0,0.06764705882352941,-0.5339366515837097,-0.40000000000000036,-1.0,0.0,-0.30303030303030304,-0.8235294117647058,0.1111111111111111,0.14285714285714285
0.0,0.3735294117647059,-0.3936651583710398,-0.40000000000000036,-1.0,0.0,-0.3939393939393939,-0.35294117647058826,-0.5555555555555556,-0.14285714285714285
-0.6666666666666666,0.1676470588235294,-0.5022624434389132,-0.40000000000000036,-1.0,0.0,-0.5757575757575758,-1.0588235294117647,-0.16666666666666666,-0.14285714285714285
-0.3333333333333333,1.0852941176470587,-0.19909502262443443,-0.40000000000000036,-1.0,0.0,0.42424242424242425,0.058823529411764705,0.9259259259259259,1.2857142857142858
1.0,1.0676470588235294,0.5927601809954742,0.5999999999999996,2.0,0.0,1.0606060606060606,1.2352941176470589,1.4259259259259258,1.1428571428571428
0.3333333333333333,0.07647058823529412,0.5972850678733034,0.5999999999999996,2.0,0.0,0.8181818181818182,0.23529411764705882,4.444444444444445,1.2857142857142858
0.3333333333333333,-0.3,3.9095022624434352,0.5999999999999996,2.0,0.0,1.0909090909090908,0.35294117647058826,0.7037037037037037,0.2857142857142857
-0.6666666666666666,-0.5029411764705882,0.6877828054298644,1.0,3.0000000000000013,0.20000000000000018,2.1818181818181817,-0.5294117647058824,-0.6296296296296297,0.14285714285714285
0.3333333333333333,0.3323529411764706,1.0135746606334834,1.0,3.0000000000000013,0.20000000000000018,1.2727272727272727,1.1176470588235294,1.9074074074074074,0.8571428571428571
0.6666666666666666,-0.22941176470588234,2.5384615384615357,1.0,3.0000000000000013,0.20000000000000018,-0.15151515151515152,-0.6470588235294118,-0.24074074074074073,-0.14285714285714285
0.0,0.43529411764705883,2.3393665158371024,1.0,3.0000000000000013,0.20000000000000018,1.4242424242424243,0.11764705882352941,0.9074074074074074,1.1428571428571428
1.3333333333333333,1.6941176470588235,2.6968325791855174,1.0,3.0000000000000013,0.20000000000000018,1.5757575757575757,0.11764705882352941,1.8518518518518519,5.428571428571429
0.6666666666666666,0.7970588235294118,0.7285067873303157,1.0,3.0000000000000013,0.20000000000000018,0.6060606060606061,-0.17647058823529413,0.6666666666666666,0.14285714285714285
-0.3333333333333333,0.11176470588235295,0.33484162895927594,-0.5999999999999996,0.0,-0.10000000000000009,0.8787878787878788,0.11764705882352941,0.3333333333333333,-0.14285714285714285
-0.6666666666666666,-0.3735294117647059,-0.22171945701357468,-0.5999999999999996,0.0,-0.10000000000000009,-0.3939393939393939,-0.6470588235294118,-0.46296296296296297,-0.14285714285714285
-0.3333333333333333,-0.13823529411764707,0.29411764705882454,-0.5999999999999996,0.0,-0.10000000000000009,0.0,-0.4117647058823529,0.4444444444444444,0.14285714285714285
0.0,2.3941176470588235,-0.05429864253393737,-0.5999999999999996,0.0,-0.10000000000000009,0.2727272727272727,0.17647058823529413,1.3518518518518519,7.428571428571429
-0.6666666666666666,0.7617647058823529,0.33484162895927594,-0.5999999999999996,0.0,-0.10000000000000009,-0.06060606060606061,-0.5882352941176471,1.2592592592592593,0.14285714285714285
-0.3333333333333333,0.25,0.09502262443438879,0.40000000000000036,0.0,0.0,-0.3939393939393939,0.0,0.46296296296296297,-0.14285714285714285
-0.6666666666666666,-0.3323529411764706,-0.4389140271493216,0.40000000000000036,0.0,0.0,-0.5151515151515151,-0.7058823529411765,-0.46296296296296297,-0.14285714285714285
0.0,0.7264705882352941,-0.21266968325791782,0.40000000000000036,0.0,0.0,1.1818181818181819,-0.11764705882352941,-0.018518518518518517,0.14285714285714285
0.0,-0.4264705882352941,-0.018099547511312455,0.40000000000000036,0.0,0.0,-0.24242424242424243,-0.9411764705882353,-0.37037037037037035,-0.14285714285714285
-0.6666666666666666,0.36176470588235293,-0.8868778280542975,0.40000000000000036,0.0,0.0,1.121212121212121,0.35294117647058826,0.037037037037037035,-0.14285714285714285
-0.6666666666666666,-0.22647058823529412,-0.8009049773755643,0.40000000000000036,0.0,0.0,-0.42424242424242425,-0.5294117647058824,-0.7037037037037037,-0.14285714285714285
-0.3333333333333333,-0.4411764705882353,0.0,0.40000000000000036,0.0,0.0,0.0,0.0,-0.5370370370370371,0.0
-0.3333333333333333,-0.43529411764705883,-0.1809954751131207,0.40000000000000036,0.0,0.0,-0.3333333333333333,-0.35294117647058826,0.0,-0.14285714285714285
-0.6666666666666666,-0.5029411764705882,-0.4389140271493203,0.40000000000000036,0.0,0.0,-0.3939393939393939,0.35294117647058826,0.9629629629629629,0.14285714285714285
-0.6666666666666666,-0.5911764705882353,-0.5475113122171937,0.40000000000000036,0.0,0.0,-1.0,-0.8823529411764706,-0.7407407407407407,-0.14285714285714285
0.0,0.19411764705882353,-0.2579185520361996,0.40000000000000036,0.0,0.0,1.0909090909090908,0.058823529411764705,0.46296296296296297,0.7142857142857143
-0.3333333333333333,0.05,-0.08144796380090412,-0.5999999999999996,-1.5000000000000007,0.0,-0.3333333333333333,-0.23529411764705882,0.07407407407407407,-0.14285714285714285
-0.3333333333333333,0.0,-0.570135746606334,-0.5999999999999996,-1.5000000000000007,0.0,-0.30303030303030304,0.17647058823529413,0.25925925925925924,-0.14285714285714285
-0.6666666666666666,-0.1323529411764706,-0.5339366515837091,-0.5999999999999996,-1.5000000000000007,0.0,-0.5757575757575758,-0.35294117647058826,-0.07407407407407407,-0.14285714285714285
-0.6666666666666666,-0.6058823529411764,-1.565610859728505,-0.5999999999999996,-1.5000000000000007,0.0,-1.0,-0.7647058823529411,-0.7592592592592593,-0.14285714285714285
0.0,-0.3323529411764706,0.09049773755656228,-0.5999999999999996,-1.5000000000000007,0.0,-0.36363636363636365,0.7647058823529411,-0.3148148148148148,-0.14285714285714285
-0.6666666666666666,-0.5441176470588235,0.7737556561085962,-0.5999999999999996,-1.5000000000000007,0.0,-0.42424242424242425,-0.47058823529411764,-0.2777777777777778,-0.14285714285714285
-0.6666666666666666,-0.25,-1.1855203619909485,-0.5999999999999996,-1.5000000000000007,0.0,-0.09090909090909091,-0.4117647058823529,-0.3333333333333333,-0.14285714285714285
-0.6666666666666666,-0.22941176470588234,-1.371040723981899,-0.5999999999999996,-1.5000000000000007,0.0,-0.7272727272727273,-0.8235294117647058,-0.5925925925925926,-0.14285714285714285
0.0,0.07352941176470588,-0.995475113122171,-0.5999999999999996,-1.5000000000000007,0.0,-0.5151515151515151,-0.35294117647058826,-0.2222222222222222,-0.14285714285714285
0.0,-0.43823529411764706,-1.628959276018098,-0.5999999999999996,-1.5000000000000007,0.0,-0.06060606060606061,-0.7058823529411765,-0.6666666666666666,-0.14285714285714285
-0.6666666666666666,-0.5823529411764706,0.6199095022624436,-0.5999999999999996,-1.5000000000000007,0.0,0.5757575757575758,-0.7058823529411765,-0.5740740740740741,-0.14285714285714285
-0.6666666666666666,-0.4147058823529412,-0.9230769230769218,-0.5999999999999996,-1.5000000000000007,0.0,0.30303030303030304,0.058823529411764705,-0.2962962962962963,-0.14285714285714285
-0.6666666666666666,-0.6029411764705882,0.10859728506787344,-0.5999999999999996,-1.5000000000000007,0.0,-0.42424242424242425,-0.8823529411764706,-0.7037037037037037,-0.14285714285714285
-0.3333333333333333,-0.4294117647058823,-1.2081447963800886,0.1999999999999993,0.0,0.0,-0.36363636363636365,-0.47058823529411764,-0.16666666666666666,-0.14285714285714285
-0.6666666666666666,-0.6058823529411764,-0.570135746606334,0.1999999999999993,0.0,0.0,-0.8181818181818182,-0.6470588235294118,-0.6296296296296297,-0.14285714285714285
0.3333333333333333,-0.31176470588235294,0.7692307692307697,0.1999999999999993,0.0,0.0,0.36363636363636365,0.058823529411764705,-0.09259259259259259,-0.14285714285714285
0.3333333333333333,0.8176470588235294,-0.15384615384615394,0.1999999999999993,0.0,0.0,1.0909090909090908,1.3529411764705883,1.4259259259259258,0.7142857142857143
0.6666666666666666,0.29705882352941176,-0.23076923076923028,0.1999999999999993,0.0,0.0,-0.030303030303030304,0.11764705882352941,0.46296296296296297,-0.14285714285714285
-0.3333333333333333,-0.17647058823529413,0.05882352941176516,0.1999999999999993,0.0,0.0,-0.696969696969697,-0.29411764705882354,-0.3888888888888889,0.2857142857142857
-0.3333333333333333,0.0058823529411764705,0.06787330316742074,0.1999999999999993,0.0,0.0,-0.6060606060606061,-0.6470588235294118,-0.4444444444444444,0.42857142857142855
-0.6666666666666666,0.9029411764705882,-0.33484162895927594,0.0,-0.5000000000000006,0.0,-0.48484848484848486,-0.23529411764705882,-0.12962962962962962,-0.14285714285714285
0.6666666666666666,0.15,0.2262443438914025,0.0,-0.5000000000000006,0.0,-0.21212121212121213,0.5294117647058824,0.3333333333333333,-0.14285714285714285
2.3333333333333335,-0.08823529411764706,0.2669683257918552,0.0,-0.5000000000000006,0.0,0.12121212121212122,-0.29411764705882354,-0.3333333333333333,1.7142857142857142
0.3333333333333333,-0.34705882352941175,1.6244343891402702,0.0,-0.5000000000000006,0.0,-0.18181818181818182,-0.11764705882352941,0.0,0.8571428571428571
1.0,0.6676470588235294,-0.10859728506787344,0.0,-0.5000000000000006,0.0,0.8181818181818182,0.5294117647058824,0.5185185185185185,0.7142857142857143
2.6666666666666665,-0.2323529411764706,1.20814479638009,0.0,-0.5000000000000006,0.0,0.21212121212121213,0.7058823529411765,0.0,-0.14285714285714285
0.3333333333333333,-0.029411764705882353,-0.33031674208144685,0.0,-0.5000000000000006,0.0,0.15151515151515152,1.3529411764705883,-0.037037037037037035,0.14285714285714285
1.0,-0.09117647058823529,0.44796380090497717,0.0,-0.5000000000000006,0.0,0.18181818181818182,0.4117647058823529,-0.4444444444444444,0.14285714285714285
-0.3333333333333333,-0.014705882352941176,0.4208144796380091,0.0,-0.5000000000000006,0.0,-0.42424242424242425,0.47058823529411764,0.7037037037037037,-0.14285714285714285
-0.6666666666666666,0.7529411764705882,-0.2941176470588232,0.0,-0.5000000000000006,0.0,0.0,1.588235294117647,0.5370370370370371,-0.14285714285714285
